event_id,event_cause,corridor,police_station,latitude,longitude,is_weekend,is_peak_hour,is_night_event,historical_corridor_risk,historical_police_station_risk,historical_cluster_risk,historical_cause_closure_rate,historical_corridor_closure_rate,target_priority,target_requires_road_closure,target_event_duration_minutes
FKID005445,vehicle_breakdown,ORR North 2,Jalahalli,13.040118,77.5439573,False,False,True,0.0288,0.0241,0.9036,0.0429,0.0426,High,0,11.03
FKID007109,vehicle_breakdown,Non-corridor,K.R. Pura,13.0165338,77.7038685,False,False,True,0.3822,0.0279,0.9036,0.0429,0.121,Low,0,0.0
FKID005446,construction,Non-corridor,Banaswadi,12.9896734,77.6634169,False,False,True,0.3822,0.03,0.9036,0.2646,0.121,Low,1,0.27
FKID007110,vehicle_breakdown,Tumkur Road,Yeshwanthpura,13.0166458,77.556596,False,False,True,0.056,0.0343,0.9036,0.0429,0.0262,High,0,20.1
FKID007111,vehicle_breakdown,Non-corridor,Chamarajpet,12.9727963,77.5692798,False,False,True,0.3822,0.0235,0.9036,0.0429,0.121,Low,0,6.93
FKID007112,vehicle_breakdown,Non-corridor,Wilson Garden,12.9424214,77.5973837,False,False,True,0.3822,0.0128,0.9036,0.0429,0.121,Low,0,74.3
FKID005444,others,Bellary Road 1,Hebbala,13.0495007,77.5936943,False,False,True,0.0746,0.0165,0.9036,0.0862,0.0541,High,0,130755.83
FKID007113,water_logging,Old Madras Road,Cubbon Park,12.9791717,77.60222,False,False,True,0.0322,0.0259,0.9036,0.0852,0.0456,High,0,0.0
FKID007114,water_logging,Old Madras Road,Cubbon Park,12.9791644,77.6022334,False,False,True,0.0322,0.0259,0.9036,0.0852,0.0456,High,0,0.0
FKID007115,accident,Non-corridor,Byatarayanapura,12.9575878,77.5193327,False,False,True,0.3822,0.0363,0.9036,0.0301,0.121,Low,0,0.0
FKID005447,water_logging,Bellary Road 2,Yelahanka,13.1287618,77.6140528,False,False,True,0.0464,0.0461,0.9036,0.0852,0.0317,High,0,402.88
FKID007116,vehicle_breakdown,CBD 2,Cubbon Park,12.9833721,77.5968642,False,False,True,0.0127,0.0259,0.9036,0.0429,0.0673,High,0,15.85
FKID007117,pot_holes,Non-corridor,Pulikeshinagar(F.Town),12.994696,77.6159391,False,False,True,0.3822,0.0091,0.9036,0.0242,0.121,Low,0,35646.79
FKID007118,pot_holes,Non-corridor,Pulikeshinagar(F.Town),12.9946896,77.6158838,False,False,True,0.3822,0.0091,0.9036,0.0242,0.121,Low,0,35645.99
FKID005448,vehicle_breakdown,ORR East 1,Bellandur,12.9230675,77.6705331,False,False,True,0.0299,0.012,0.9036,0.0429,0.0738,High,0,0.0
FKID007119,vehicle_breakdown,Tumkur Road,Yeshwanthpura,13.0288429,77.5396088,False,False,True,0.056,0.0343,0.9036,0.0429,0.0262,High,0,0.0
FKID005449,others,West of Chord Road,Vijayanagara,12.9975256,77.5470383,False,False,True,0.0213,0.0071,0.9036,0.0862,0.0632,High,0,81.25
FKID001125,water_logging,Non-corridor,Pulikeshinagar(F.Town),12.9934216,77.6055177,False,False,False,0.3822,0.0091,0.9036,0.0852,0.121,Low,0,118162.02
FKID005450,vehicle_breakdown,Non-corridor,Rajajinagar,13.0083147,77.5268746,False,False,False,0.3822,0.0127,0.9036,0.0429,0.121,Low,0,0.0
FKID007120,vehicle_breakdown,Hennur Main Road,K.G. Halli,13.0407918,77.6217432,False,False,False,0.0117,0.0091,0.9036,0.0429,0.0625,High,0,0.0
FKID007121,vehicle_breakdown,Hennur Main Road,Hennuru,13.04109,77.62152,False,False,False,0.0117,0.0338,0.9036,0.0429,0.0625,High,0,0.0
FKID007122,vehicle_breakdown,Non-corridor,J.P. Nagar,12.9031222,77.5733822,False,False,False,0.3822,0.0152,0.9036,0.0429,0.121,Low,0,0.0
FKID007123,vehicle_breakdown,Non-corridor,J.P. Nagar,12.9031121,77.5734395,False,False,False,0.3822,0.0152,0.9036,0.0429,0.121,Low,0,0.0
FKID005451,vehicle_breakdown,Non-corridor,Jnanabharathi,12.9666279,77.5047999,False,False,False,0.3822,0.0164,0.9036,0.0429,0.121,Low,0,50.88
FKID007124,vehicle_breakdown,ORR North 1,Banaswadi,13.0108226,77.6618606,False,False,False,0.0336,0.03,0.9036,0.0429,0.08,High,0,0.0
FKID005452,vehicle_breakdown,Magadi Road,Kamakshipalya,12.984534,77.5280156,False,False,False,0.03,0.0274,0.9036,0.0429,0.0408,High,0,0.0
FKID005453,pot_holes,Non-corridor,Kamakshipalya,13.0000936,77.4864768,False,True,False,0.3822,0.0274,0.9036,0.0242,0.121,Low,0,0.0
FKID007126,vehicle_breakdown,Mysore Road,Chamarajpet,12.9606579,77.5592018,False,True,False,0.0909,0.0235,0.9036,0.0429,0.1104,High,0,0.0
FKID005160,vehicle_breakdown,CBD 2,Cubbon Park,12.9833776,77.5970218,False,True,False,0.0127,0.0259,0.9036,0.0429,0.0673,High,0,0.0
FKID005454,construction,Airport New South Road,Hennuru,13.0395117,77.6415371,False,True,False,0.0082,0.0338,0.0082,0.2646,0.1045,High,0,1440.34
FKID005157,vehicle_breakdown,Hosur Road,Electronic City,12.8768347,77.647564,False,True,False,0.0365,0.0152,0.9036,0.0429,0.057,High,0,0.0
FKID005158,vehicle_breakdown,Bellary Road 2,Yelahanka,13.0898727,77.5962391,False,True,False,0.0464,0.0461,0.9036,0.0429,0.0317,High,0,0.0
FKID007127,vehicle_breakdown,West of Chord Road,Malleshwaram,13.0117765,77.5545592,False,True,False,0.0213,0.0098,0.9036,0.0429,0.0632,High,0,119.56
FKID005455,vehicle_breakdown,Bellary Road 1,High ground,12.9917496,77.5854785,False,True,False,0.0746,0.0226,0.9036,0.0429,0.0541,High,0,0.0
FKID001689,others,Mysore Road,Chamarajpet,12.9602666,77.5571056,False,True,False,0.0909,0.0235,0.9036,0.0862,0.1104,High,0,87021.13
FKID005456,vehicle_breakdown,ORR North 1,Banaswadi,13.0217783,77.6490837,False,True,False,0.0336,0.03,0.9036,0.0429,0.08,High,0,25.89
FKID007129,others,CBD 2,Cubbon Park,12.9819805,77.5946333,False,True,False,0.0127,0.0259,0.9036,0.0862,0.0673,High,0,14.22
FKID005457,construction,ORR East 2,HAL Old Airport,12.9694731,77.7006015,False,True,False,0.0229,0.0442,0.9036,0.2646,0.016,High,0,726.28
FKID007128,vehicle_breakdown,Non-corridor,Sheshadripuram,12.9923303,77.5746787,False,False,False,0.3822,0.015,0.9036,0.0429,0.121,Low,0,8.93
FKID007131,vehicle_breakdown,Non-corridor,Banashankari,12.9162218,77.570226,False,False,False,0.3822,0.0125,0.9036,0.0429,0.121,Low,0,0.0
FKID007130,vehicle_breakdown,Mysore Road,Halasuru Gate,12.9669509,77.5871244,False,False,False,0.0909,0.0363,0.9036,0.0429,0.1104,High,0,0.0
FKID005458,vehicle_breakdown,Non-corridor,Rajajinagar,13.009919,77.5275416,False,False,False,0.3822,0.0127,0.9036,0.0429,0.121,Low,0,0.0
FKID007132,others,Hosur Road,Ashok Nagar,12.9505832,77.6055567,False,False,False,0.0365,0.0209,0.9036,0.0862,0.057,High,0,0.0
FKID007133,vehicle_breakdown,Bellary Road 1,High ground,12.9882218,77.5875527,False,False,True,0.0746,0.0226,0.9036,0.0429,0.0541,High,0,143.34
FKID005459,construction,Non-corridor,Banaswadi,12.9896141,77.6637936,False,False,True,0.3822,0.03,0.9036,0.2646,0.121,Low,0,661.06
FKID007134,vehicle_breakdown,Bannerghata Road,Mico Layout,12.9156014,77.5999341,False,False,True,0.0256,0.0142,0.9036,0.0429,0.0335,High,0,0.0
FKID004179,vehicle_breakdown,Non-corridor,Electronic City,12.840935,77.6496567,False,False,True,0.3822,0.0152,0.0013,0.0429,0.121,Low,0,133.06
FKID007135,construction,Bellary Road 1,Kodigehalli,13.0462699,77.5912839,False,False,True,0.0746,0.0333,0.9036,0.2646,0.0541,High,0,0.0
FKID007136,others,Bellary Road 2,Yelahanka,13.1255092,77.6126205,False,False,True,0.0464,0.0461,0.9036,0.0862,0.0317,High,0,1369.87
FKID007137,construction,Non-corridor,Adugodi,12.9497527,77.6205634,False,False,True,0.3822,0.0147,0.9036,0.2646,0.121,Low,1,40321.48
FKID005460,water_logging,Non-corridor,Yelahanka,13.1213994,77.6180718,True,False,True,0.3822,0.0461,0.9036,0.0852,0.121,Low,0,197.34
FKID007138,others,Tumkur Road,Chikkabanavara,13.0423409,77.5149613,True,False,True,0.056,0.0144,0.9036,0.0862,0.0262,High,0,0.0
FKID007139,vehicle_breakdown,Bellary Road 1,R.T. Nagar,13.0157041,77.5842011,True,False,True,0.0746,0.0155,0.9036,0.0429,0.0541,High,0,0.0
FKID007140,vehicle_breakdown,Tumkur Road,Yeshwanthpura,13.034555,77.5300311,True,False,True,0.056,0.0343,0.9036,0.0429,0.0262,High,0,18.02
FKID007141,vehicle_breakdown,Mysore Road,Halasuru Gate,12.96353,77.5851583,True,False,True,0.0909,0.0363,0.9036,0.0429,0.1104,High,0,0.0
FKID007142,vehicle_breakdown,Mysore Road,Halasuru Gate,12.9633286,77.5851432,True,False,True,0.0909,0.0363,0.9036,0.0429,0.1104,High,0,0.0
FKID007143,vehicle_breakdown,Tumkur Road,Yeshwanthpura,13.0293074,77.539579,True,False,True,0.056,0.0343,0.9036,0.0429,0.0262,High,0,0.0
FKID005461,vehicle_breakdown,Non-corridor,Yelahanka,13.1096246,77.5804484,True,False,True,0.3822,0.0461,0.9036,0.0429,0.121,Low,0,0.0
FKID005462,vehicle_breakdown,Non-corridor,Thalagattapura,12.8676382,77.5819101,True,False,True,0.3822,0.0061,0.0012,0.0429,0.121,Low,0,0.0
FKID007144,vehicle_breakdown,ORR North 2,Jalahalli,13.0436821,77.5536264,True,False,True,0.0288,0.0241,0.9036,0.0429,0.0426,High,0,0.0
FKID007145,vehicle_breakdown,Old Airport Road,Halasur,12.9609199,77.6392836,True,False,True,0.0093,0.0144,0.9036,0.0429,0.0789,High,0,0.0
FKID005463,others,Bellary Road 1,Hebbala,13.0501761,77.5936781,True,False,True,0.0746,0.0165,0.9036,0.0862,0.0541,High,0,28.6
FKID007146,vehicle_breakdown,IRR(Thanisandra road),Jeevanbheemanagar,12.97820738,77.6407515,True,False,True,0.0116,0.0155,0.9036,0.0429,0.0632,High,0,0.0
FKID005464,construction,Airport New South Road,Hennuru,13.0393919,77.641505,True,False,True,0.0082,0.0338,0.0082,0.2646,0.1045,High,0,6.97
FKID007147,others,Old Madras Road,Shivajinagar,12.977294,77.6088134,True,False,True,0.0322,0.0114,0.9036,0.0862,0.0456,High,0,0.0
FKID004180,vehicle_breakdown,Non-corridor,No Police Station,13.0673845,77.4508827,True,False,True,0.3822,0.0268,0.9036,0.0429,0.121,Low,0,0.0
FKID004181,vehicle_breakdown,Bellary Road 2,Chikkajala,13.1557145,77.6225084,True,False,True,0.0464,0.0091,0.9036,0.0429,0.0317,High,0,0.0
FKID005465,accident,ORR North 1,Banaswadi,12.9984053,77.663273,True,False,True,0.0336,0.03,0.9036,0.0301,0.08,High,0,50.15
FKID007148,vehicle_breakdown,CBD 2,Cubbon Park,12.9833886,77.5969668,True,False,False,0.0127,0.0259,0.9036,0.0429,0.0673,High,0,0.0
FKID007149,vehicle_breakdown,Bannerghata Road,J.P. Nagar,12.8823232,77.5958214,True,False,False,0.0256,0.0152,0.9036,0.0429,0.0335,High,0,0.0
FKID007150,pot_holes,Old Madras Road,Jeevanbheemanagar,12.9841472,77.6405357,True,False,False,0.0322,0.0155,0.9036,0.0242,0.0456,High,0,0.0
FKID005466,vehicle_breakdown,Non-corridor,Mico Layout,12.8911961,77.6067108,True,False,False,0.3822,0.0142,0.9036,0.0429,0.121,Low,0,0.0
FKID007125,vehicle_breakdown,Mysore Road,Byatarayanapura,12.9364699,77.5198595,True,False,False,0.0909,0.0363,0.9036,0.0429,0.1104,High,1,0.0
FKID007151,vehicle_breakdown,Mysore Road,Halasuru Gate,12.9677656,77.5881059,True,False,False,0.0909,0.0363,0.9036,0.0429,0.1104,High,1,0.0
FKID004182,vehicle_breakdown,Non-corridor,No Police Station,13.067335,77.45095,True,False,False,0.3822,0.0268,0.9036,0.0429,0.121,Low,0,0.0
FKID005467,vehicle_breakdown,Non-corridor,Jnanabharathi,12.9606981,77.5129745,True,False,False,0.3822,0.0164,0.9036,0.0429,0.121,Low,0,56.6
FKID007152,vehicle_breakdown,Non-corridor,Upparpet,12.9747553,77.5711334,True,False,False,0.3822,0.0077,0.9036,0.0429,0.121,Low,0,0.0
FKID007153,vehicle_breakdown,Non-corridor,Upparpet,12.9747583,77.5712517,True,False,False,0.3822,0.0077,0.9036,0.0429,0.121,Low,0,0.0
FKID005468,vehicle_breakdown,Bellary Road 1,Hebbala,13.0353947,77.5891024,True,True,False,0.0746,0.0165,0.9036,0.0429,0.0541,High,0,0.0
FKID007154,vehicle_breakdown,Mysore Road,Halasuru Gate,12.9635098,77.5841749,True,True,False,0.0909,0.0363,0.9036,0.0429,0.1104,High,0,0.0
FKID005469,construction,Airport New South Road,Hennuru,13.0394672,77.6416237,True,True,False,0.0082,0.0338,0.0082,0.2646,0.1045,High,0,1320.0
FKID005470,construction,Airport New South Road,Hennuru,13.0393868,77.641649,True,True,False,0.0082,0.0338,0.0082,0.2646,0.1045,High,0,3360.07
FKID007155,vehicle_breakdown,Mysore Road,Chamarajpet,12.9641586,77.5697623,True,True,False,0.0909,0.0235,0.9036,0.0429,0.1104,High,0,22.29
FKID005471,vehicle_breakdown,Mysore Road,Kengeri,12.9065098,77.4731509,True,True,False,0.0909,0.0054,0.0016,0.0429,0.1104,High,0,0.0
FKID007156,vehicle_breakdown,Bellary Road 1,Sadashivanagar,13.014586,77.5837856,True,True,False,0.0746,0.037,0.9036,0.0429,0.0541,High,0,0.0
FKID007157,vehicle_breakdown,Mysore Road,Halasuru Gate,12.9651307,77.5840764,True,True,False,0.0909,0.0363,0.9036,0.0429,0.1104,High,0,0.0
FKID007158,vehicle_breakdown,IRR(Thanisandra road),Adugodi,12.9274831,77.6214437,True,True,False,0.0116,0.0147,0.9036,0.0429,0.0632,High,0,0.0
FKID007159,vehicle_breakdown,ORR West 1,Byatarayanapura,12.9461012,77.5293148,True,True,False,0.0206,0.0363,0.9036,0.0429,0.0298,High,0,78.37
FKID005472,construction,Non-corridor,Banaswadi,12.9895912,77.6637668,True,True,False,0.3822,0.03,0.9036,0.2646,0.121,Low,0,0.0
FKID007160,others,Non-corridor,Wilson Garden,12.9539393,77.5913069,True,True,False,0.3822,0.0128,0.9036,0.0862,0.121,Low,0,261.86
FKID005475,vehicle_breakdown,Non-corridor,Jeevanbheemanagar,12.9675483,77.6530283,True,True,False,0.3822,0.0155,0.9036,0.0429,0.121,Low,1,0.0
FKID005474,vehicle_breakdown,Non-corridor,Chikkabanavara,13.049087,77.4973746,True,True,False,0.3822,0.0144,0.9036,0.0429,0.121,Low,0,0.0
FKID005476,vehicle_breakdown,Mysore Road,Byatarayanapura,12.9405392,77.5247876,True,True,False,0.0909,0.0363,0.9036,0.0429,0.1104,High,0,0.0
FKID003668,pot_holes,Non-corridor,Electronic City,12.8209099,77.6867811,True,False,False,0.3822,0.0152,0.9036,0.0242,0.121,Low,0,0.0
FKID005477,vehicle_breakdown,Non-corridor,Chikkabanavara,13.0488417,77.4972148,True,False,False,0.3822,0.0144,0.9036,0.0429,0.121,Low,0,0.0
FKID007161,procession,Magadi Road,Magadi Road,12.9738689,77.5662785,True,False,False,0.03,0.0174,0.9036,0.2639,0.0408,High,0,85.83
FKID007162,vehicle_breakdown,Tumkur Road,Peenya,13.0413267,77.5168577,True,False,False,0.056,0.0218,0.9036,0.0429,0.0262,High,0,22.34
FKID005478,vehicle_breakdown,Bellary Road 2,Yelahanka,13.1160903,77.6075945,True,False,True,0.0464,0.0461,0.9036,0.0429,0.0317,High,0,0.0
FKID007163,vehicle_breakdown,CBD 2,Shivajinagar,12.9822795,77.5978809,True,False,True,0.0127,0.0114,0.9036,0.0429,0.0673,High,0,0.0
FKID000616,others,CBD 2,Cubbon Park,12.9818243,77.5952978,True,False,True,0.0127,0.0259,0.9036,0.0862,0.0673,High,0,65287.39
FKID005479,vehicle_breakdown,ORR North 1,Hebbala,13.0434964,77.6054589,True,False,True,0.0336,0.0165,0.9036,0.0429,0.08,High,0,0.0
FKID005480,road_conditions,Non-corridor,K.S. Layout,12.9106896,77.5512656,True,False,True,0.3822,0.0109,0.9036,0.1235,0.121,Low,0,8448.45
FKID005481,vehicle_breakdown,Bellary Road 1,Hebbala,13.0377233,77.5894983,True,False,True,0.0746,0.0165,0.9036,0.0429,0.0541,High,0,0.0
FKID005482,vehicle_breakdown,Bellary Road 1,Kodigehalli,13.0378433,77.5893717,True,False,True,0.0746,0.0333,0.9036,0.0429,0.0541,High,0,13.94
FKID007164,vehicle_breakdown,Old Madras Road,Cubbon Park,12.9762499,77.6018865,True,False,True,0.0322,0.0259,0.9036,0.0429,0.0456,High,0,0.0
FKID007165,vehicle_breakdown,Mysore Road,Byatarayanapura,12.9528015,77.5408058,True,False,True,0.0909,0.0363,0.9036,0.0429,0.1104,High,0,0.0
FKID007166,vehicle_breakdown,Old Madras Road,Halasur,12.9750937,77.6257356,True,False,True,0.0322,0.0144,0.9036,0.0429,0.0456,High,0,0.0
FKID005483,accident,Non-corridor,K.R. Pura,12.9977614,77.7213522,True,False,True,0.3822,0.0279,0.0058,0.0301,0.121,Low,0,61.85
FKID005484,vehicle_breakdown,Bellary Road 2,Yelahanka,13.1092217,77.6039087,True,False,True,0.0464,0.0461,0.9036,0.0429,0.0317,High,0,0.0
FKID007167,others,Non-corridor,R.T. Nagar,13.0023265,77.5943573,True,False,True,0.3822,0.0155,0.9036,0.0862,0.121,Low,0,4163.11
FKID005163,accident,Non-corridor,Devanahalli Airport,13.1951209,77.7073099,True,False,True,0.3822,0.0045,0.0013,0.0301,0.121,Low,0,0.0
FKID005485,vehicle_breakdown,Bellary Road 1,R.T. Nagar,13.0217907,77.5845124,True,False,True,0.0746,0.0155,0.9036,0.0429,0.0541,High,0,0.0
FKID005486,vehicle_breakdown,Bellary Road 1,R.T. Nagar,13.0218442,77.5845709,True,False,True,0.0746,0.0155,0.9036,0.0429,0.0541,High,0,0.0
FKID005487,vehicle_breakdown,Bellary Road 1,High ground,12.9951003,77.5851148,True,False,True,0.0746,0.0226,0.9036,0.0429,0.0541,High,0,46.94
FKID007168,pot_holes,Old Madras Road,Halasur,12.9721318,77.619511,True,False,True,0.0322,0.0144,0.9036,0.0242,0.0456,High,0,0.0
FKID005488,vehicle_breakdown,Non-corridor,Mahadevapura,12.9897898,77.7254032,True,False,True,0.3822,0.0147,0.0058,0.0429,0.121,Low,0,0.0
FKID007169,vehicle_breakdown,Bellary Road 2,Yelahanka,13.0859327,77.5945514,True,False,True,0.0464,0.0461,0.9036,0.0429,0.0317,High,0,41.04
FKID007170,vehicle_breakdown,Bellary Road 1,Kodigehalli,13.0388301,77.5894571,True,False,False,0.0746,0.0333,0.9036,0.0429,0.0541,High,0,25.45
FKID007171,vehicle_breakdown,Bellary Road 2,Yelahanka,13.0844319,77.5941662,True,False,False,0.0464,0.0461,0.9036,0.0429,0.0317,High,0,0.0
FKID007172,vehicle_breakdown,Non-corridor,K.R. Pura,13.0115572,77.6986768,True,False,False,0.3822,0.0279,0.9036,0.0429,0.121,Low,0,0.0
FKID005489,vehicle_breakdown,Non-corridor,Chikkabanavara,13.049255,77.4961032,True,False,False,0.3822,0.0144,0.9036,0.0429,0.121,Low,0,0.0
FKID005490,vehicle_breakdown,Non-corridor,No Police Station,13.06891,77.4477383,True,False,False,0.3822,0.0268,0.9036,0.0429,0.121,Low,0,0.0
FKID005491,others,Magadi Road,Kamakshipalya,12.9903977,77.5042443,True,False,False,0.03,0.0274,0.9036,0.0862,0.0408,High,0,84.37
FKID007174,vehicle_breakdown,Tumkur Road,Yeshwanthpura,13.01776168,77.55853225,True,False,False,0.056,0.0343,0.9036,0.0429,0.0262,High,0,22.74
FKID005492,vehicle_breakdown,ORR North 1,K.G. Halli,13.0363571,77.627793,True,False,False,0.0336,0.0091,0.9036,0.0429,0.08,High,0,0.0
FKID005493,congestion,Non-corridor,Hennuru,13.0723115,77.6512808,True,True,False,0.3822,0.0338,0.0029,0.0441,0.121,Low,0,0.0
FKID005494,vehicle_breakdown,ORR West 1,K.S. Layout,12.9120711,77.567396,True,True,False,0.0206,0.0109,0.9036,0.0429,0.0298,High,0,0.0
FKID005495,vehicle_breakdown,Non-corridor,K.S. Layout,12.9116817,77.55294,True,True,False,0.3822,0.0109,0.9036,0.0429,0.121,Low,0,69.26
FKID007191,procession,Airport New South Road,Pulikeshinagar(F.Town),13.00398224,77.61968747,True,False,False,0.0082,0.0091,0.9036,0.2639,0.1045,High,0,41730.0
FKID007175,construction,ORR North 1,Hebbala,13.0421218,77.5939679,True,False,False,0.0336,0.0165,0.9036,0.2646,0.08,High,0,325.68
FKID005496,construction,Airport New South Road,Hennuru,13.0394604,77.6413768,True,True,False,0.0082,0.0338,0.0082,0.2646,0.1045,High,0,1897.87
FKID007176,construction,Bellary Road 2,Yelahanka,13.0984757,77.5969049,True,True,False,0.0464,0.0461,0.9036,0.2646,0.0317,High,0,599.89
FKID007177,others,ORR North 1,Banaswadi,13.0167887,77.6608038,True,True,False,0.0336,0.03,0.9036,0.0862,0.08,High,0,0.0
FKID007178,others,ORR North 1,Banaswadi,13.0198686,77.6528368,True,True,False,0.0336,0.03,0.9036,0.0862,0.08,High,0,0.0
FKID005497,vehicle_breakdown,Non-corridor,Rajajinagar,13.0032564,77.5259337,True,False,False,0.3822,0.0127,0.9036,0.0429,0.121,Low,0,0.0
FKID007179,vehicle_breakdown,Tumkur Road,Yeshwanthpura,13.0325119,77.5336364,True,False,False,0.056,0.0343,0.9036,0.0429,0.0262,High,0,119.14
FKID007181,vehicle_breakdown,Non-corridor,Cubbon Park,12.9801325,77.588269,True,False,True,0.3822,0.0259,0.9036,0.0429,0.121,Low,0,0.0
FKID007180,vehicle_breakdown,Non-corridor,Halasuru Gate,12.9756263,77.586833,True,False,True,0.3822,0.0363,0.9036,0.0429,0.121,Low,1,96.73
FKID007182,vehicle_breakdown,Mysore Road,Halasuru Gate,12.9679099,77.5872544,True,False,True,0.0909,0.0363,0.9036,0.0429,0.1104,High,0,46.38
FKID007183,vehicle_breakdown,Non-corridor,Shivajinagar,12.9871704,77.5984368,True,False,True,0.3822,0.0114,0.9036,0.0429,0.121,Low,0,0.0
FKID005498,construction,Non-corridor,Jalahalli,13.0371565,77.5352186,True,False,True,0.3822,0.0241,0.9036,0.2646,0.121,Low,1,28.29
FKID007184,others,Old Airport Road,Jeevanbheemanagar,12.9591464,77.6575131,True,False,True,0.0093,0.0155,0.9036,0.0862,0.0789,High,0,4300.17
FKID007185,vehicle_breakdown,Bellary Road 2,Yelahanka,13.0744799,77.592693,False,False,True,0.0464,0.0461,0.9036,0.0429,0.0317,High,0,34.5
FKID007186,procession,West of Chord Road,Byatarayanapura,12.95008982,77.53760297,False,False,True,0.0213,0.0363,0.9036,0.2639,0.0632,High,1,0.0
FKID005499,construction,Bellary Road 1,Kodigehalli,13.0322817,77.5876433,False,False,True,0.0746,0.0333,0.9036,0.2646,0.0541,High,0,7309.67
FKID005164,construction,Airport New South Road,Hennuru,13.0395748,77.6414231,False,False,True,0.0082,0.0338,0.0082,0.2646,0.1045,High,0,1.59
FKID007187,vehicle_breakdown,Non-corridor,Pulikeshinagar(F.Town),12.993323,77.607171,False,False,True,0.3822,0.0091,0.9036,0.0429,0.121,Low,0,70.59
FKID007188,vehicle_breakdown,Bellary Road 2,Kodigehalli,13.0697157,77.5915028,False,False,True,0.0464,0.0333,0.9036,0.0429,0.0317,High,0,0.0
FKID005500,vehicle_breakdown,Bellary Road 2,Hebbala,13.0618969,77.594485,False,False,True,0.0464,0.0165,0.9036,0.0429,0.0317,High,1,0.0
FKID005501,vehicle_breakdown,Non-corridor,Jnanabharathi,12.9798095,77.5106451,False,False,True,0.3822,0.0164,0.9036,0.0429,0.121,Low,0,0.0
FKID007189,tree_fall,Non-corridor,Yelahanka,13.1008567,77.582507,False,False,False,0.3822,0.0461,0.9036,0.3944,0.121,Low,1,5198.0
FKID007190,vehicle_breakdown,Non-corridor,Jalahalli,13.056604,77.5466758,False,False,False,0.3822,0.0241,0.9036,0.0429,0.121,Low,0,0.0
FKID007192,accident,Tumkur Road,Peenya,13.0446941,77.508278,False,False,False,0.056,0.0218,0.9036,0.0301,0.0262,High,0,23.81
FKID005502,vehicle_breakdown,Non-corridor,Yelahanka,13.12554,77.5740088,False,False,False,0.3822,0.0461,0.9036,0.0429,0.121,Low,0,75.54
FKID005167,public_event,Non-corridor,Kamakshipalya,13.0085343,77.4899346,False,False,False,0.3822,0.0274,0.0001,0.4643,0.121,Low,0,1440.08
FKID004184,procession,Non-corridor,Whitefield,12.8874767,77.7372183,False,True,False,0.3822,0.0221,0.0006,0.2639,0.121,Low,1,38.41
FKID007193,vehicle_breakdown,ORR North 2,Jalahalli,13.0438055,77.5538975,False,True,False,0.0288,0.0241,0.9036,0.0429,0.0426,High,0,0.0
FKID005503,vehicle_breakdown,Bellary Road 1,Hebbala,13.0383894,77.5896549,False,True,False,0.0746,0.0165,0.9036,0.0429,0.0541,High,0,0.0
FKID005504,vehicle_breakdown,Varthur Road,HAL Old Airport,12.9564324,77.7093288,False,True,False,0.0094,0.0442,0.9036,0.0429,0.1169,High,0,0.0
FKID005505,vehicle_breakdown,Non-corridor,HAL Old Airport,12.9487626,77.6891091,False,True,False,0.3822,0.0442,0.0001,0.0429,0.121,Low,0,2.46
FKID005506,vehicle_breakdown,Varthur Road,HAL Old Airport,12.9562651,77.7092582,False,True,False,0.0094,0.0442,0.9036,0.0429,0.1169,High,0,0.0
FKID007194,others,Mysore Road,Halasuru Gate,12.9684284,77.5947366,False,True,False,0.0909,0.0363,0.9036,0.0862,0.1104,High,1,32.6
FKID005507,vehicle_breakdown,Non-corridor,Mahadevapura,13.00023,77.6856717,False,True,False,0.3822,0.0147,0.9036,0.0429,0.121,Low,0,0.0
FKID005508,vehicle_breakdown,ORR North 2,Jalahalli,13.0428412,77.5512236,False,True,False,0.0288,0.0241,0.9036,0.0429,0.0426,High,0,0.0
FKID007195,vehicle_breakdown,ORR North 2,Yeshwanthpura,13.0329262,77.5416645,False,True,False,0.0288,0.0343,0.9036,0.0429,0.0426,High,0,0.0
FKID005509,vehicle_breakdown,ORR North 2,Jalahalli,13.0386772,77.5422104,False,True,False,0.0288,0.0241,0.9036,0.0429,0.0426,High,0,13.39
FKID007196,vehicle_breakdown,Non-corridor,Adugodi,12.9439105,77.6031489,False,True,False,0.3822,0.0147,0.9036,0.0429,0.121,Low,0,8.52
FKID005510,pot_holes,Non-corridor,Jnanabharathi,12.9745048,77.5134505,False,True,False,0.3822,0.0164,0.9036,0.0242,0.121,Low,0,0.0
FKID007197,vehicle_breakdown,ORR East 1,Bellandur,12.9224646,77.6685303,False,True,False,0.0299,0.012,0.9036,0.0429,0.0738,High,0,0.0
FKID004187,vehicle_breakdown,Bellary Road 2,Chikkajala,13.1396412,77.6178059,False,True,False,0.0464,0.0091,0.9036,0.0429,0.0317,High,0,0.0
FKID005511,vehicle_breakdown,ORR East 2,K.R. Pura,13.0031754,77.6823257,False,True,False,0.0229,0.0279,0.9036,0.0429,0.016,High,0,0.0
FKID007198,vehicle_breakdown,Tumkur Road,Chikkabanavara,13.0406926,77.5187639,False,False,False,0.056,0.0144,0.9036,0.0429,0.0262,High,0,0.0
FKID007199,vehicle_breakdown,Hosur Road,Madiwala,12.9045353,77.6274563,False,False,False,0.0365,0.0225,0.9036,0.0429,0.057,High,0,23.54
